engine,max_power,mileage,km_driven
1196.0,73.0,15.37,26000
796.0,46.3,19.7,120000
796.0,46.3,19.7,50000
796.0,46.3,19.7,40000
,,,90000
,,,120000
1497.0,117.3,17.8,28000
1248.0,74.02,28.4,50000
1248.0,88.8,20.77,90000
1396.0,88.7,24.8,40000
1498.0,99.0,25.83,113000
1248.0,75.0,17.8,188000
1399.0,68.0,20.0,100000
1948.0,90.0,14.0,225000
1493.0,100.0,18.49,67000
936.0,57.6,25.44,70000
1798.0,138.03,14.28,50000
2179.0,187.7,16.36,60000
1498.0,108.495,22.0,34000
1493.0,100.0,12.8,110000
,,,71000
998.0,67.1,18.9,140000
1497.0,116.3,16.8,100000
1197.0,81.86,18.9,10000
998.0,67.04,21.63,30000
1968.0,174.33,15.73,22000
1597.0,118.0,26.8,5500
1998.0,190.0,19.62,18000
2755.0,171.5,11.36,20000
1086.0,68.0,20.3,7000
2596.0,80.8,17.0,20000
998.0,67.04,21.63,4875
1582.0,126.2,17.01,2700
1248.0,88.5,24.3,58511
1498.0,99.0,25.83,105000
2498.0,105.0,16.55,26235
1497.0,108.5,21.5,26766
1451.0,141.0,13.96,1600
2148.0,170.0,15.8,46000
1497.0,121.0,17.3,23000
1197.0,81.8,20.4,24522
1995.0,190.0,22.69,13663
1968.0,141.0,19.3,11000
1248.0,88.5,24.3,63000
1199.0,74.0,16.2,2000
2179.0,120.0,12.05,300000
1461.0,65.0,19.2,190000
1498.0,98.6,26.0,80000
1198.0,90.0,16.0,80000
998.0,67.05,23.95,54000
999.0,67.0,23.01,30000
1196.0,73.0,15.37,5000
1493.0,100.0,18.49,58945
1399.0,68.0,20.0,90000
2494.0,102.0,12.8,375000
1248.0,88.76,20.77,160000
1598.0,103.6,15.11,80000
796.0,37.0,16.1,50000
1405.0,69.01,19.09,80000
2523.0,62.1,15.96,156975
1364.0,86.79,21.43,5000
1199.0,82.4,18.2,50000
1498.0,98.59,22.77,27620
2179.0,120.0,12.05,120000
2498.0,112.0,14.0,120000
1197.0,81.86,17.19,58000
1498.0,97.7,16.95,50000
1197.0,81.8,20.89,40000
1199.0,88.7,17.5,7800
796.0,47.3,22.74,50000
2499.0,141.0,13.1,68000
1373.0,93.7,16.02,60000
1396.0,85.0,12.8,74000
2179.0,138.1,13.93,58000
998.0,66.1,19.0,70000
1196.0,86.8,18.16,70000
1197.0,78.9,20.36,110000
,,,80000
1396.0,88.73,22.54,80000
1498.0,93.87,24.2,59000
1396.0,69.0,25.0,110000
998.0,67.04,21.63,25000
796.0,47.3,22.74,55000
793.0,47.0,27.62,25000
2498.0,112.0,14.0,300000
1498.0,99.0,25.83,143200
1956.0,170.0,17.1,60000
1461.0,63.1,23.08,120000
1248.0,88.5,26.21,145000
1197.0,81.83,18.6,30000
1197.0,81.86,18.9,8000
2499.0,141.0,13.1,170000
1248.0,74.0,23.4,100000
796.0,35.0,14.0,62000
2179.0,140.0,15.1,110000
2499.0,72.4,13.58,80000
993.0,60.0,17.3,80000
1248.0,74.0,23.4,100000
2523.0,63.0,15.96,120000
1248.0,74.02,28.4,24000
1198.0,77.0,25.32,80000
1582.0,126.32,22.32,138000
998.0,67.1,18.9,147000
1493.0,100.0,18.49,60000
995.0,62.0,18.0,80000
796.0,47.3,22.74,50000
1248.0,88.76,21.02,189000
1498.0,103.2,21.21,90000
1396.0,88.76,21.9,56000
1995.0,184.0,18.88,140000
998.0,67.04,23.1,60000
2179.0,140.0,15.1,130000
1995.0,184.0,18.88,140000
1248.0,88.76,21.02,189000
1498.0,103.2,21.21,90000
1396.0,88.76,21.9,56000
1995.0,184.0,18.88,140000
998.0,67.04,23.1,60000
2179.0,140.0,15.1,130000
1995.0,184.0,18.88,140000
1461.0,83.8,20.45,35000
1461.0,83.8,20.45,35000
2179.0,138.1,11.57,156000
796.0,47.3,22.74,90000
1405.0,70.0,17.0,60000
1461.0,108.5,19.01,36000
814.0,55.2,21.1,20000
2179.0,138.0,13.93,160000
2609.0,116.6,12.7,185000
1405.0,71.0,17.0,110000
799.0,53.3,25.17,10800
2523.0,62.1,15.96,120000
1197.0,81.8,20.89,15000
1948.0,68.0,12.2,67500
2179.0,153.86,17.6,30000
1198.0,77.0,25.32,50000
1493.0,100.0,18.49,100000
2523.0,63.0,15.96,150000
2179.0,140.0,16.0,110000
796.0,47.3,22.74,30000
796.0,46.3,19.7,60000
2489.0,95.0,13.0,255000
1991.0,123.7,16.52,120000
796.0,47.3,22.74,49900
1248.0,88.8,21.12,86000
1198.0,67.0,20.63,71850
1248.0,75.0,21.2,95000
1298.0,85.8,17.5,70000
814.0,55.2,21.1,35000
1197.0,83.14,20.85,50000
2523.0,63.0,13.6,120000
1582.0,126.2,22.7,145000
,,,190000
2179.0,138.0,16.0,40000
1248.0,74.0,27.39,110000
1968.0,143.0,20.38,70000
1248.0,73.94,23.2,110000
1186.0,73.97,24.0,29000
998.0,67.1,18.9,60000
,,,120000
796.0,37.0,16.1,46000
2179.0,120.0,11.79,120000
998.0,67.04,20.51,80000
2494.0,102.0,12.8,159000
2523.0,62.1,15.96,110000
796.0,46.3,19.7,75000
1248.0,73.9,19.3,120000
1497.0,118.0,17.0,110000
995.0,62.0,18.0,80000
814.0,55.2,21.1,80000
,,,85000
1461.0,84.8,21.64,71000
2179.0,140.0,16.0,108000
1461.0,83.8,19.87,75000
1462.0,103.25,21.56,22000
2967.0,241.4,13.22,76131
1197.0,81.83,18.6,30000
2967.0,241.4,12.07,65000
2523.0,75.0,15.4,60000
1199.0,73.9,22.07,80000
2997.0,218.0,9.0,80000
2967.0,241.4,12.07,70000
1248.0,88.5,24.3,51777
2179.0,115.0,0.0,64788
1199.0,88.76,19.5,20000
999.0,75.0,18.78,19000
796.0,53.0,18.5,46951
1198.0,67.0,20.63,19000
1498.0,98.59,22.77,50000
1582.0,126.2,19.67,60000
1461.0,108.45,19.01,100000
993.0,60.0,17.3,10000
1248.0,74.0,22.9,50000
998.0,67.04,20.51,74537
1586.0,103.3,12.6,90000
,,,80000
995.0,62.0,18.0,70000
1061.0,67.0,18.9,80000
1120.0,71.0,24.4,35000
1199.0,76.8,18.6,23500
1498.0,97.9,25.6,82000
2494.0,100.6,12.99,100000
1197.0,81.83,18.6,15000
1248.0,74.0,27.39,30000
1197.0,82.0,18.9,30000
998.0,67.0,21.63,11000
1198.0,67.05,19.02,140000
1248.0,88.7,23.0,110000
998.0,67.1,20.92,48000
1248.0,74.0,22.9,70000
1197.0,81.8,22.0,70000
1997.0,120.0,15.4,58000
993.0,60.0,17.3,90000
2498.0,112.0,14.0,40000
2179.0,120.0,12.05,110000
2179.0,138.1,11.57,80000
1248.0,88.5,24.3,60000
2523.0,62.1,15.96,50000
1199.0,84.0,23.84,25000
1248.0,74.0,22.9,100000
1248.0,73.9,19.3,52000
1086.0,68.05,19.81,80000
1498.0,98.6,25.8,85000
1248.0,88.5,24.3,83000
796.0,47.3,22.74,50000
1061.0,67.0,18.9,120000
2523.0,62.1,15.96,100000
1248.0,74.0,22.9,70000
796.0,46.3,19.7,19000
1497.0,118.0,17.0,68600
1493.0,70.0,16.5,60000
2523.0,62.1,15.96,65000
1497.0,116.3,16.8,40000
,,,160000
998.0,67.04,23.1,25000
998.0,67.1,20.92,29500
1591.0,121.3,17.0,13887
796.0,47.3,22.74,50000
799.0,53.3,25.17,30000
796.0,47.3,22.74,100000
1399.0,92.7,14.49,60000
1396.0,88.73,22.54,60000
1405.0,70.0,19.4,120000
1497.0,121.36,17.0,13500
1248.0,75.0,20.3,52000
1197.0,83.1,21.4,30000
1197.0,82.0,19.1,14000
2179.0,147.9,15.05,90000
1047.0,69.0,24.7,50000
2489.0,95.0,13.0,120000
814.0,55.2,21.1,10000
1197.0,83.1,21.4,10000
1373.0,91.1,20.73,25000
1591.0,121.3,17.0,20000
1248.0,74.0,22.9,60000
1197.0,81.86,18.9,40000
1248.0,73.9,19.3,60000
1197.0,82.0,16.9,50000
1591.0,121.3,17.0,20000
796.0,47.3,24.7,35000
1248.0,88.5,28.09,40000
1497.0,108.5,21.5,60000
1591.0,121.4,17.01,20000
1497.0,121.36,17.0,30000
998.0,67.05,23.95,29000
1497.0,115.0,20.0,17000
998.0,67.04,20.51,50000
1368.0,98.63,18.6,42000
2494.0,102.0,12.8,120000
1461.0,65.0,21.03,110000
1396.0,70.0,23.57,90000
1197.0,88.5,23.26,70000
1598.0,105.0,20.5,66000
1493.0,110.0,16.2,70000
1591.0,121.3,14.8,5000
1461.0,65.0,21.03,50000
1598.0,103.2,15.41,25000
1248.0,74.0,23.4,70000
796.0,37.0,16.1,40000
2179.0,140.0,16.0,110000
2179.0,138.0,13.93,150000
1405.0,70.0,19.1,45000
1405.0,70.0,16.1,90000
2179.0,138.1,11.57,140000
1299.0,70.0,13.8,83000
1968.0,138.1,16.96,106000
1150.0,74.9,15.26,60000
796.0,34.2,16.8,40000
1197.0,80.0,17.0,138000
796.0,47.3,22.74,80000
1341.0,83.0,15.3,50000
1199.0,82.4,18.2,50000
1197.0,85.8,18.5,120000
1197.0,81.8,22.0,24400
2523.0,62.1,15.96,60000
1197.0,85.8,18.5,120000
1396.0,88.7,24.8,60000
796.0,46.3,19.7,100000
796.0,37.0,16.1,120000
799.0,53.3,25.17,27500
796.0,37.0,16.1,10000
1197.0,80.0,18.5,120000
,,,70000
1396.0,88.73,22.54,80000
1193.0,64.1,15.64,120000
1120.0,71.01,24.4,90000
1399.0,68.1,20.0,70000
1461.0,108.45,19.01,188000
995.0,62.0,18.0,67840
624.0,37.48,25.4,30000
796.0,47.3,22.74,35000
,,,150000
1248.0,88.5,24.3,100000
998.0,67.04,20.51,30000
1197.0,82.0,18.9,70000
,,,149032
2523.0,63.0,13.6,380000
,,,84050
1199.0,74.0,16.2,15000
1399.0,68.0,13.8,140000
796.0,35.0,19.7,120000
1248.0,74.0,25.2,112880
1405.0,70.0,19.4,135000
998.0,67.1,18.9,80000
1199.0,79.4,18.6,128000
2523.0,63.0,13.6,120000
1586.0,103.2,12.6,30000
1198.0,108.5,17.0,70000
1197.0,81.83,18.6,41000
,,,28100
796.0,46.3,19.7,30000
998.0,67.05,23.95,30000
1495.0,93.7,16.36,35000
1586.0,104.68,15.0,22000
998.0,67.1,18.9,70000
,,,100000
1493.0,70.0,16.5,70000
2179.0,120.0,10.5,200000
2179.0,138.03,13.93,120000
1197.0,81.8,20.89,3000
998.0,67.1,20.92,50000
2523.0,62.1,15.96,50000
1199.0,88.7,18.2,1500
1498.0,108.6,22.27,74000
1199.0,88.7,18.7,25000
1498.0,98.6,27.3,61915
814.0,55.2,21.1,110000
1498.0,88.0,20.14,70000
1248.0,75.0,17.8,150000
1493.0,100.0,17.21,110000
936.0,56.3,25.44,90000
1196.0,70.0,15.6,120000
2494.0,100.6,12.99,65000
1197.0,81.8,20.52,10000
1197.0,78.9,20.36,80000
1248.0,88.76,20.77,184000
993.0,60.0,17.3,70000
1586.0,104.68,15.6,89000
1198.0,86.8,19.4,33033
1248.0,74.0,22.9,69000
1197.0,82.0,18.9,63063
1396.0,69.0,25.0,90000
814.0,55.2,21.1,8000
1197.0,80.0,17.0,35000
1197.0,80.0,17.0,45000
1248.0,91.2,20.4,30000
796.0,37.0,16.1,59000
1462.0,103.0,19.34,6200
998.0,67.0,21.63,120000
998.0,67.04,20.51,70000
796.0,35.0,14.0,70000
2523.0,75.0,15.4,110000
,,,158000
995.0,62.0,18.0,93000
2499.0,72.4,13.58,110000
796.0,46.3,19.7,57000
1495.0,94.0,13.2,120000
1396.0,69.0,23.03,35000
1396.0,69.0,23.03,90000
1396.0,69.0,23.03,35000
1298.0,85.8,17.5,120000
1396.0,88.7,22.1,60000
1396.0,69.0,23.03,70000
993.0,60.0,17.3,60000
1498.0,98.6,25.8,100000
1197.0,78.9,20.36,35000
1248.0,75.0,17.8,90000
1197.0,81.86,17.19,50000
1197.0,80.0,18.5,98000
1197.0,82.85,18.5,30000
1797.0,147.5,16.3,50000
1197.0,82.0,18.9,26000
796.0,46.3,19.7,46000
796.0,46.3,19.7,80000
1199.0,84.0,23.84,10000
796.0,47.3,22.74,16700
1248.0,74.02,28.4,70000
1197.0,83.14,20.85,7967
1197.0,81.8,22.0,20000
,,,50000
799.0,53.3,25.17,9656
1086.0,68.05,19.81,50000
1498.0,98.63,24.4,17000
995.0,62.0,18.0,50000
799.0,53.3,25.17,10000
1197.0,82.85,18.5,43000
1396.0,88.7,23.5,50000
998.0,67.0,18.9,90000
2498.0,112.0,14.0,100000
1086.0,62.1,0.0,80000
2523.0,62.1,15.96,120000
1197.0,81.8,21.21,5000
1498.0,89.84,22.7,68609
1498.0,98.59,22.77,33360
1498.0,104.55,14.23,14317
1399.0,68.05,20.0,87237
1498.0,99.0,25.83,62960
1197.0,81.8,21.21,26634
1399.0,68.0,18.5,163720
998.0,67.1,18.9,67998
1499.0,98.63,23.8,20706
1498.0,99.0,25.83,100581
1461.0,83.8,20.45,67303
1197.0,85.8,18.5,79139
1120.0,70.0,24.0,84784
1248.0,73.94,23.2,130376
2179.0,138.03,13.93,72000
1493.0,110.0,16.8,127000
1248.0,74.0,25.2,120000
,,,120000
1120.0,71.0,24.4,100000
,,,148000
1248.0,88.5,24.52,40000
1248.0,74.0,23.4,110000
1199.0,84.0,20.3,30000
1405.0,70.0,19.1,120000
1196.0,86.8,18.16,15000
1248.0,88.5,23.65,33500
1493.0,100.0,17.21,70000
1197.0,78.8,18.16,10000
2179.0,120.0,16.36,22053
1493.0,100.0,18.49,50000
1991.0,123.7,16.52,78432
2199.0,194.3,14.66,125000
1498.0,99.23,26.1,80000
2494.0,102.0,12.8,270000
1198.0,86.8,19.4,50000
1199.0,84.0,23.84,20000
1591.0,121.3,15.29,30000
1086.0,68.05,19.81,70000
2494.0,100.6,12.99,7200
1498.0,98.6,26.0,97000
814.0,55.2,21.1,60000
1199.0,84.8,18.2,25000
1197.0,78.9,20.36,94000
1590.0,94.0,15.4,90000
2231.0,184.0,12.12,50000
1248.0,74.0,22.95,35000
1497.0,117.3,17.4,117500
2179.0,140.0,15.1,78500
1197.0,81.83,18.6,8000
1196.0,86.8,18.12,25000
1582.0,126.32,22.32,60000
999.0,67.0,22.5,10000
1597.0,92.0,14.2,70000
624.0,37.48,25.4,60000
1497.0,78.0,17.7,70000
796.0,37.0,16.1,25000
1599.0,103.2,13.9,90000
1582.0,126.2,19.67,90000
1199.0,84.0,23.84,25000
1498.0,88.7,23.5,60000
1199.0,84.0,23.84,25000
796.0,47.3,22.74,60000
995.0,62.0,18.0,70000
1248.0,88.5,24.52,80000
2523.0,75.0,15.4,110000
2179.0,120.0,12.05,115717
1399.0,68.0,17.7,110000
2179.0,147.9,15.05,70000
1197.0,81.8,21.21,4000
1197.0,78.9,20.36,50000
1197.0,82.0,18.9,70000
1197.0,78.9,20.36,70000
1197.0,80.0,18.5,50000
1248.0,74.0,26.59,55000
1198.0,108.5,17.0,5000
2523.0,62.1,15.96,100000
1197.0,78.9,20.36,23000
796.0,47.3,22.74,60000
1061.0,67.0,18.9,70000
,,,82000
1061.0,67.0,18.9,60000
2179.0,153.86,14.1,100000
1248.0,88.76,20.77,90000
624.0,37.48,25.4,26432
796.0,34.2,16.8,46702
796.0,34.2,16.8,46706
1193.0,64.4,16.84,53523
936.0,56.3,25.44,56365
995.0,62.1,16.2,49563
796.0,37.0,16.1,56432
796.0,37.0,16.1,52365
796.0,46.3,19.7,53512
,,,53563
2696.0,184.0,11.18,40000
998.0,67.1,18.9,46533
,,,59635
796.0,35.0,14.0,58632
2179.0,140.0,16.0,80000
1248.0,88.5,24.52,70000
999.0,67.0,23.01,90000
1596.0,99.6,14.09,110000
1493.0,100.0,17.21,90000
2179.0,120.0,15.4,70000
1197.0,85.0,16.6,80000
796.0,46.3,19.7,78000
1493.0,70.0,16.5,45000
998.0,67.05,23.95,50000
796.0,47.3,24.7,58000
2494.0,102.0,12.8,120000
1150.0,76.0,14.7,30000
2179.0,147.94,14.1,162000
1197.0,81.83,18.6,25000
1997.0,120.0,15.4,60000
1248.0,73.9,19.3,138000
1197.0,78.9,20.36,70000
796.0,46.3,19.7,48000
2953.0,153.86,11.4,110000
1248.0,74.0,25.2,88000
2494.0,100.6,12.99,68000
1197.0,82.0,18.9,70000
1461.0,83.8,20.45,80000
1248.0,74.0,22.9,100000
1248.0,74.0,22.9,96000
,,,123219
993.0,60.0,17.3,30000
1248.0,73.94,23.2,60000
,,,90000
1248.0,74.0,25.2,65000
998.0,67.04,23.1,48000
1197.0,82.0,18.9,65300
1197.0,81.83,18.6,40000
936.0,57.6,25.44,60000
998.0,67.1,20.92,70000
796.0,46.3,19.7,70000
1120.0,70.0,24.0,70000
796.0,46.3,19.7,150000
998.0,67.05,23.95,10000
1582.0,126.3,22.32,56000
799.0,53.64,22.7,30000
1197.0,82.0,18.9,50000
1399.0,68.0,20.0,120000
1197.0,81.86,18.9,27500
1248.0,88.76,20.77,73000
1248.0,74.0,26.59,75000
999.0,67.0,23.01,5000
1248.0,74.0,26.59,70000
1248.0,74.0,26.59,60000
998.0,67.1,18.9,110000
1461.0,83.8,20.46,95000
814.0,55.2,21.1,34000
1197.0,82.0,18.9,25000
1364.0,67.06,23.59,31000
1197.0,85.8,18.5,47000
1086.0,68.0,20.3,5000
1196.0,73.0,15.37,44000
1364.0,67.1,23.59,120000
1248.0,75.0,21.2,39395
1461.0,108.5,20.4,67000
1497.0,117.6,17.4,20000
1498.0,98.6,25.8,40000
1794.0,125.0,13.4,120000
2982.0,168.5,12.55,80000
1086.0,68.0,20.3,7000
2179.0,140.0,16.0,15000
1199.0,76.8,18.6,50000
2179.0,120.0,15.4,30000
1248.0,74.0,22.9,120000
1991.0,123.7,16.52,64000
1248.0,73.94,23.2,120000
1364.0,87.2,21.43,85000
998.0,67.1,20.92,50000
796.0,46.3,19.7,59000
936.0,57.6,25.44,98000
,0.0,,70000
,0.0,,70000
,,,120000
1461.0,83.8,20.45,140000
1197.0,81.86,18.9,50000
1364.0,67.04,23.59,40000
1498.0,98.6,26.0,90000
2179.0,140.0,15.1,117000
1498.0,98.6,26.0,90000
995.0,63.0,16.0,70000
2499.0,72.4,13.58,230000
1586.0,103.3,15.5,155000
2179.0,138.03,13.49,60000
1198.0,82.0,18.15,110000
1405.0,71.0,17.0,120000
1582.0,126.32,22.32,100000
1199.0,79.4,18.6,40000
1248.0,88.8,21.12,110000
998.0,67.1,20.92,92500
796.0,47.3,24.7,20000
799.0,53.3,25.17,15000
1493.0,70.0,16.5,14000
799.0,53.64,22.7,35000
998.0,67.05,23.95,32000
1197.0,81.8,22.0,35000
1248.0,74.02,28.4,32500
998.0,67.05,23.95,14000
936.0,56.3,25.44,70000
1591.0,121.3,17.0,20000
1248.0,74.0,25.2,100000
2179.0,140.0,15.1,64800
1493.0,70.0,16.5,90000
1197.0,82.0,19.1,80000
1396.0,88.7,24.8,248000
2494.0,100.6,12.99,60000
2494.0,102.0,12.8,120000
1582.0,126.2,22.7,120000
1248.0,88.5,24.3,86000
1461.0,84.8,21.64,90000
1799.0,130.0,12.9,218463
2494.0,102.0,12.8,153000
2498.0,105.0,16.55,70000
1120.0,70.0,24.0,60000
1198.0,86.7,18.0,50000
1198.0,67.0,20.63,20000
1199.0,82.4,18.2,35000
1197.0,81.86,18.9,20000
1248.0,76.9,22.1,70000
1498.0,88.0,20.14,53000
1498.0,97.9,25.6,60000
998.0,68.05,20.3,70000
1086.0,68.0,20.3,4000
1197.0,78.9,20.36,103000
1186.0,73.97,24.0,20000
1248.0,74.0,22.9,77000
1598.0,103.6,20.54,90000
1582.0,126.3,22.32,87185
998.0,67.1,18.9,167000
1396.0,88.73,22.54,77000
1396.0,88.7,24.8,110000
1399.0,68.0,17.8,120000
1582.0,126.32,22.32,100000
995.0,62.0,18.0,40000
1396.0,52.8,17.88,50000
1364.0,67.05,23.59,125000
2179.0,152.87,15.1,18000
1197.0,82.0,18.9,30000
1368.0,88.7,14.6,55000
2694.0,163.7,10.75,40000
796.0,47.3,22.74,80000
1197.0,83.1,21.4,30000
998.0,67.05,23.95,3564
1248.0,74.0,26.59,80000
2200.0,139.01,17.0,13000
1396.0,69.0,25.0,120000
1199.0,79.4,18.6,90000
1999.0,177.0,13.6,9000
2487.0,214.56,22.37,20000
1999.0,177.0,19.33,45000
2179.0,147.94,14.1,110000
1969.0,190.0,18.0,20000
2494.0,157.7,19.16,68089
998.0,67.05,21.79,58343
1248.0,74.0,27.39,38817
1199.0,88.7,18.2,56494
2494.0,100.6,12.99,79328
1197.0,81.8,22.0,5621
1496.0,88.73,16.78,25538
1197.0,81.8,22.0,69779
1186.0,73.97,24.0,56290
1995.0,190.0,16.78,7500
1995.0,190.0,16.78,8500
1199.0,88.76,19.0,7032
1598.0,103.5,14.3,11000
1984.0,150.0,16.8,2000
1086.0,62.1,17.92,50000
1396.0,69.0,23.03,42000
998.0,67.04,23.1,17000
1197.0,81.8,22.0,40000
1405.0,70.0,17.0,137000
799.0,53.3,25.17,20000
1197.0,81.86,18.9,70000
1586.0,103.3,15.5,48756
2982.0,168.5,12.55,30000
1120.0,71.0,24.4,110000
1399.0,67.0,17.8,80322
1997.0,120.0,15.4,35000
2523.0,75.0,15.4,110000
1248.0,88.8,21.5,70000
1999.0,177.0,13.6,9000
2487.0,214.56,22.37,20000
1999.0,177.0,19.33,45000
2179.0,147.94,14.1,110000
1969.0,190.0,18.0,20000
2494.0,157.7,19.16,68089
998.0,67.05,21.79,58343
1248.0,74.0,27.39,38817
1199.0,88.7,18.2,56494
2494.0,100.6,12.99,79328
1197.0,81.8,22.0,5621
1496.0,88.73,16.78,25538
1197.0,81.8,22.0,69779
1186.0,73.97,24.0,56290
1995.0,190.0,16.78,7500
1995.0,190.0,16.78,8500
1199.0,88.76,19.0,7032
1598.0,103.5,14.3,11000
1984.0,150.0,16.8,2000
,,,90000
1498.0,98.6,24.5,120000
2179.0,138.1,14.0,60000
2179.0,120.0,11.79,97000
2489.0,95.0,13.0,100000
1197.0,81.86,17.19,36000
1396.0,88.7,21.38,27000
1248.0,74.0,23.4,50000
1196.0,73.0,15.37,15000
796.0,47.3,22.74,60000
1248.0,74.02,28.4,120000
796.0,47.3,22.74,60000
2179.0,120.0,12.05,173000
796.0,47.3,22.74,60000
1086.0,68.05,19.81,70000
1373.0,91.1,20.73,25000
2523.0,62.1,15.96,30000
796.0,47.3,24.7,35000
1493.0,70.0,16.5,100000
814.0,55.2,21.1,31000
2982.0,168.5,12.55,80000
1197.0,82.0,18.9,40000
2143.0,136.0,17.9,10000
2987.0,254.8,11.74,50000
1596.0,99.6,15.3,60000
2494.0,102.0,12.8,210000
1995.0,181.0,16.07,60000
1598.0,103.6,20.54,110000
1373.0,91.1,17.5,35000
1197.0,83.1,21.4,35000
998.0,67.05,23.95,20000
1997.0,140.0,16.0,54000
1197.0,81.83,18.6,60000
796.0,47.3,22.74,10300
1582.0,126.2,17.01,50000
1197.0,81.8,21.01,3000
999.0,75.0,18.78,5000
,,,145000
1197.0,83.1,21.4,13000
1499.0,110.4,15.63,30000
2993.0,258.0,14.49,60000
995.0,62.0,18.0,100000
796.0,47.3,22.74,40000
1086.0,62.1,0.0,15000
,,,275000
1197.0,81.83,18.6,50000
1396.0,88.73,21.19,80000
1493.0,100.0,18.49,50000
1364.0,87.2,21.43,125000
1086.0,68.05,19.81,110000
1248.0,88.76,20.77,30000
1248.0,88.8,20.77,148000
1493.0,100.0,18.49,35000
1197.0,82.0,18.9,80000
998.0,67.1,18.9,110000
1405.0,70.0,19.4,95000
1498.0,98.6,25.8,25000
1248.0,88.7,23.0,60000
1598.0,105.0,15.0,100000
1198.0,67.0,19.44,50000
1186.0,73.97,25.4,31000
1248.0,74.0,26.59,120000
1248.0,73.9,19.3,105000
1248.0,88.5,24.52,120000
1248.0,74.0,22.9,60000
1197.0,88.5,23.26,15000
1197.0,85.8,18.6,150000
1498.0,98.63,27.4,93000
1086.0,68.05,19.81,42000
1086.0,62.1,17.92,80000
1086.0,62.1,17.92,90000
1248.0,88.5,24.3,6500
1248.0,74.0,27.39,60000
998.0,67.05,23.95,110000
1248.0,88.5,25.1,60000
1248.0,88.76,20.77,170000
796.0,37.0,16.1,220000
796.0,47.3,22.74,80000
814.0,55.2,21.1,57000
1086.0,68.05,19.81,100000
1591.0,121.3,17.01,40000
796.0,47.3,22.74,40000
1197.0,82.0,18.9,90000
2498.0,112.0,14.0,86000
624.0,35.0,26.0,15000
2523.0,62.1,15.96,70000
1596.0,99.6,14.09,120000
998.0,67.05,23.95,80000
1405.0,69.01,19.09,80000
814.0,55.2,21.1,50000
796.0,46.3,19.7,100000
1582.0,126.32,22.32,80000
2179.0,138.0,13.93,108957
1199.0,84.0,23.84,68000
2523.0,62.1,15.96,65000
2179.0,118.3,14.02,110000
2498.0,112.0,12.2,50000
1061.0,67.0,18.9,100000
796.0,37.0,16.1,80000
796.0,46.3,19.7,80000
1405.0,70.0,19.1,120000
1399.0,68.0,20.0,150000
1197.0,81.83,18.6,20000
1405.0,70.0,17.0,80000
1498.0,98.6,24.5,93000
1248.0,74.0,25.2,134000
1197.0,82.85,18.5,90000
1197.0,85.0,16.6,60000
2489.0,95.0,14.0,120000
1956.0,170.0,17.1,30000
1396.0,88.73,22.54,22200
1197.0,81.86,18.9,6000
1197.0,81.8,20.4,32000
799.0,53.3,25.17,90000
1248.0,88.5,28.09,78000
1199.0,88.7,17.5,12000
1461.0,83.8,19.87,120000
1248.0,88.5,24.52,40000
1497.0,78.0,17.7,110000
2494.0,102.0,12.8,260000
796.0,46.3,19.7,10000
1193.0,64.4,16.84,12000
1199.0,79.4,18.6,60000
799.0,53.3,25.17,41000
796.0,34.2,16.8,25000
1197.0,82.0,19.1,30000
1498.0,98.6,25.8,50000
1197.0,81.8,20.89,10000
1493.0,70.0,16.5,40000
2179.0,120.0,12.05,120000
1248.0,74.0,26.59,40000
1461.0,108.45,19.72,80000
796.0,37.0,16.1,42108
1498.0,99.0,25.83,70000
1248.0,73.9,21.1,150000
1405.0,70.0,16.1,100000
1248.0,88.5,25.47,79000
2982.0,168.5,12.55,91000
1248.0,88.5,24.3,50000
1248.0,88.5,28.09,81000
2993.0,270.9,14.74,51000
1995.0,184.0,17.05,27000
1968.0,174.33,15.73,26000
1995.0,187.74,22.48,17100
1248.0,74.0,22.1,56000
1498.0,98.63,24.7,60000
1368.0,160.0,16.0,22000
1497.0,117.3,15.4,30000
1498.0,108.6,22.27,43001
1248.0,88.5,25.47,60000
998.0,67.04,21.63,9000
1405.0,69.01,19.09,65000
2494.0,100.6,12.99,95000
2499.0,141.0,13.1,62000
1984.0,181.0,9.0,48000
1582.0,126.2,17.01,72000
1582.0,126.2,22.0,35000
1461.0,83.8,20.46,100600
1248.0,74.0,23.4,105000
2179.0,120.0,15.4,90000
2523.0,62.1,15.96,92385
624.0,37.5,25.4,25000
1197.0,85.8,21.1,60000
1197.0,85.8,18.5,100000
,,,100000
1795.0,127.0,13.0,25000
1396.0,88.73,22.54,120000
1248.0,75.0,19.5,185000
1199.0,73.9,22.07,134000
1399.0,68.05,20.0,120000
1197.0,81.86,18.9,120000
2179.0,140.0,15.1,165000
1248.0,73.94,23.2,120000
1396.0,90.0,23.0,89000
1461.0,65.0,19.2,120000
1795.0,127.0,13.1,120000
1498.0,98.6,25.8,50000
796.0,47.3,24.7,15000
1197.0,81.86,18.9,13000
2982.0,171.0,11.5,240000
1956.0,170.0,16.3,45000
,,,30000
1197.0,81.8,21.21,28000
1248.0,74.02,28.4,70000
2498.0,112.0,14.0,116000
814.0,55.2,21.1,90000
1405.0,71.0,17.0,120000
,,,100000
1197.0,83.11,20.4,50000
2494.0,100.6,12.99,120000
1984.0,150.0,23.3,72500
1598.0,103.6,20.54,120000
